-,-,-,-,-,-
-0.000154,-0.000310,-0.004402,-0.000002,0.000002,0.000004
-0.000880,-0.001780,-0.025358,-0.000010,0.000012,0.000024
-0.002419,-0.004900,-0.070248,-0.000026,0.000029,0.000064
-0.004447,-0.009012,-0.130098,-0.000049,0.000049,0.000112
-0.006388,-0.012950,-0.188167,-0.000070,0.000068,0.000154
-0.007822,-0.015872,-0.232048,-0.000084,0.000086,0.000180
-0.008620,-0.017508,-0.257214,-0.000086,0.000099,0.000193
-0.008887,-0.018073,-0.265751,-0.000080,0.000103,0.000201
-0.008816,-0.017973,-0.263242,-0.000070,0.000098,0.000210
-0.008576,-0.017580,-0.255750,-0.000059,0.000088,0.000221
-0.008308,-0.017165,-0.247895,-0.000049,0.000077,0.000234
-0.008137,-0.016901,-0.242218,-0.000044,0.000068,0.000248
-0.008140,-0.016876,-0.239414,-0.000045,0.000065,0.000258
-0.008312,-0.017073,-0.238994,-0.000052,0.000066,0.000262
-0.008563,-0.017372,-0.240044,-0.000058,0.000071,0.000257
-0.008759,-0.017642,-0.241677,-0.000065,0.000076,0.000246
-0.008803,-0.017817,-0.243201,-0.000071,0.000077,0.000231
-0.008706,-0.017903,-0.244216,-0.000075,0.000074,0.000216
-0.008543,-0.017943,-0.244632,-0.000080,0.000068,0.000206
-0.008376,-0.017970,-0.244574,-0.000087,0.000060,0.000205
-0.008251,-0.017951,-0.244233,-0.000094,0.000055,0.000211
-0.008183,-0.017826,-0.243785,-0.000101,0.000055,0.000216
-0.008151,-0.017557,-0.243403,-0.000110,0.000059,0.000216
-0.008148,-0.017144,-0.243203,-0.000121,0.000064,0.000208
-0.008186,-0.016626,-0.243178,-0.000129,0.000066,0.000197
-0.008253,-0.016098,-0.243268,-0.000129,0.000068,0.000189
-0.008318,-0.015687,-0.243417,-0.000120,0.000071,0.000187
-0.008372,-0.015486,-0.243504,-0.000100,0.000079,0.000190
-0.008411,-0.015526,-0.243292,-0.000068,0.000094,0.000195
-0.008349,-0.015646,-0.242971,-0.000028,0.000115,0.000200
-0.008173,-0.015494,-0.243239,0.000000,0.000120,0.000202
-0.008071,-0.015076,-0.244142,0.000012,0.000091,0.000203
-0.008040,-0.015045,-0.245183,-0.000006,0.000049,0.000208
-0.007962,-0.016118,-0.245691,-0.000048,0.000015,0.000220
-0.007954,-0.018196,-0.244958,-0.000081,-0.000010,0.000235
-0.008058,-0.020371,-0.243499,-0.000093,-0.000019,0.000246
-0.008194,-0.021735,-0.242465,-0.000087,-0.000003,0.000250
-0.008395,-0.021943,-0.242026,-0.000069,0.000029,0.000247
-0.008636,-0.021249,-0.241882,-0.000054,0.000065,0.000239
-0.008717,-0.020082,-0.242195,-0.000054,0.000098,0.000227
-0.008549,-0.018719,-0.243027,-0.000067,0.000117,0.000215
-0.008273,-0.017432,-0.243847,-0.000080,0.000116,0.000208
-0.008032,-0.016512,-0.244272,-0.000095,0.000105,0.000208
-0.007873,-0.016098,-0.244365,-0.000106,0.000089,0.000213
-0.007827,-0.016072,-0.244179,-0.000105,0.000072,0.000216
