-,-,-,-,-,-
-0.004856,-0.000868,0.001457,0.000136,-0.000068,0.000071
-0.027915,-0.005108,0.008399,0.000731,-0.000349,0.000384
-0.077148,-0.014475,0.023296,0.001838,-0.000826,0.000976
-0.142534,-0.027341,0.043175,0.002950,-0.001211,0.001633
-0.205652,-0.040114,0.062255,0.003372,-0.001203,0.002104
-0.252923,-0.049980,0.075906,0.002672,-0.000698,0.002279
-0.279313,-0.055916,0.082078,0.000872,0.000177,0.002184
-0.286910,-0.058246,0.081115,-0.001635,0.001163,0.001929
-0.281756,-0.057867,0.074946,-0.004299,0.001995,0.001667
-0.270759,-0.055823,0.066165,-0.006588,0.002488,0.001541
-0.259575,-0.053159,0.057144,-0.008133,0.002581,0.001632
-0.251718,-0.050761,0.049476,-0.008780,0.002330,0.001937
-0.248535,-0.049166,0.043847,-0.008584,0.001868,0.002376
-0.249686,-0.048498,0.040237,-0.007741,0.001355,0.002829
-0.253761,-0.048588,0.038294,-0.006501,0.000934,0.003163
-0.258906,-0.049113,0.037588,-0.005091,0.000705,0.003274
-0.263465,-0.049740,0.037719,-0.003685,0.000708,0.003117
-0.266354,-0.050219,0.038414,-0.002395,0.000934,0.002720
-0.267145,-0.050473,0.039498,-0.001276,0.001326,0.002161
-0.266065,-0.050594,0.040813,-0.000358,0.001788,0.001550
-0.263794,-0.050674,0.042262,0.000346,0.002216,0.001004
-0.261125,-0.050691,0.043825,0.000839,0.002541,0.000603
-0.258708,-0.050578,0.045455,0.001132,0.002742,0.000385
-0.256960,-0.050331,0.047082,0.001251,0.002806,0.000345
-0.256137,-0.050021,0.048668,0.001226,0.002702,0.000445
-0.256318,-0.049696,0.050205,0.001092,0.002400,0.000616
-0.257289,-0.049358,0.051658,0.000888,0.001915,0.000779
-0.258516,-0.048965,0.052927,0.000655,0.001288,0.000871
-0.259298,-0.048402,0.053880,0.000441,0.000557,0.000866
-0.259063,-0.047526,0.054457,0.000305,-0.000245,0.000788
-0.257644,-0.046258,0.054762,0.000317,-0.001091,0.000719
-0.255391,-0.044701,0.055011,0.000537,-0.001949,0.000764
-0.253041,-0.043121,0.055405,0.000967,-0.002760,0.000995
-0.251410,-0.041767,0.056025,0.001553,-0.003468,0.001413
-0.251164,-0.040797,0.056840,0.002226,-0.004067,0.001964
-0.252671,-0.040330,0.057814,0.002933,-0.004630,0.002548
-0.255787,-0.040318,0.059068,0.003658,-0.005242,0.003028
-0.259875,-0.040486,0.061000,0.004410,-0.005926,0.003276
-0.264310,-0.040514,0.064190,0.005213,-0.006544,0.003209
-0.268818,-0.040265,0.069098,0.006050,-0.006755,0.002810
-0.273017,-0.039978,0.075536,0.006756,-0.006175,0.002075
-0.276013,-0.040304,0.082368,0.006967,-0.004627,0.000999
-0.276829,-0.041913,0.087840,0.006249,-0.002298,-0.000361
-0.275054,-0.044960,0.090254,0.004303,0.000303,-0.001839
-0.271061,-0.048840,0.088603,0.001141,0.002592,-0.003214
-0.265786,-0.052366,0.082691,-0.002861,0.004153,-0.004290
-0.260383,-0.054425,0.073091,-0.007073,0.004840,-0.004968
-0.255977,-0.054674,0.061253,-0.010735,0.004759,-0.005251
-0.253428,-0.053594,0.049071,-0.013146,0.004164,-0.005220
-0.253126,-0.051981,0.038236,-0.013916,0.003346,-0.005007
-0.254924,-0.050527,0.029916,-0.013050,0.002585,-0.004766
-0.258188,-0.049653,0.024590,-0.010891,0.002087,-0.004646
-0.261997,-0.049462,0.022127,-0.007970,0.001939,-0.004771
-0.265484,-0.049768,0.022091,-0.004803,0.002122,-0.005198
-0.268025,-0.050265,0.023957,-0.001755,0.002549,-0.005897
-0.269250,-0.050823,0.027086,0.000963,0.003088,-0.006763
-0.269086,-0.051657,0.030614,0.003219,0.003572,-0.007662
-0.267779,-0.053078,0.033625,0.004924,0.003832,-0.008489
-0.265705,-0.055108,0.035497,0.006033,0.003722,-0.009207
-0.263189,-0.057359,0.036070,0.006575,0.003189,-0.009817
-0.260521,-0.059219,0.035535,0.006670,0.002319,-0.010318
-0.257978,-0.060209,0.034210,0.006489,0.001278,-0.010695
-0.255859,-0.060263,0.032393,0.006204,0.000222,-0.010924
-0.254601,-0.059776,0.030303,0.005948,-0.000738,-0.010986
-0.254681,-0.059312,0.028063,0.005787,-0.001524,-0.010912
-0.256342,-0.059293,0.025708,0.005704,-0.002070,-0.010813
-0.259288,-0.059920,0.023148,0.005618,-0.002355,-0.010842
-0.262656,-0.061203,0.020125,0.005453,-0.002446,-0.011124
-0.265422,-0.062951,0.016297,0.005236,-0.002499,-0.011710
-0.266751,-0.064740,0.011459,0.005152,-0.002725,-0.012555
-0.266262,-0.065840,0.005809,0.005548,-0.003351,-0.013526
-0.264145,-0.065476,0.000132,0.006950,-0.004562,-0.014444
-0.260938,-0.063608,-0.004241,0.009850,-0.006388,-0.015159
-0.257352,-0.061241,-0.005757,0.014264,-0.008570,-0.015589
-0.254255,-0.059574,-0.003282,0.019635,-0.010618,-0.015688
-0.252460,-0.059137,0.003223,0.025106,-0.012016,-0.015480
-0.252338,-0.059944,0.012581,0.029797,-0.012435,-0.015108
-0.253557,-0.061933,0.023002,0.033065,-0.011853,-0.014786
-0.255183,-0.064847,0.032809,0.034663,-0.010511,-0.014676
-0.256119,-0.068039,0.040860,0.034747,-0.008770,-0.014818
-0.255556,-0.070842,0.046693,0.033752,-0.006935,-0.015136
-0.253264,-0.072826,0.050531,0.032213,-0.005088,-0.015505
-0.249640,-0.073692,0.053054,0.030643,-0.003073,-0.015800
-0.245425,-0.073425,0.055079,0.029445,-0.000737,-0.015929
-0.241219,-0.072391,0.057471,0.028857,0.001846,-0.015870
-0.237168,-0.070986,0.061065,0.028916,0.004366,-0.015659
-0.233216,-0.069428,0.066519,0.029482,0.006343,-0.015328
-0.229446,-0.067775,0.074432,0.030353,0.007261,-0.014857
-0.226076,-0.065834,0.085811,0.031447,0.006903,-0.014238
-0.223232,-0.063104,0.102288,0.032916,0.005666,-0.013532
