-,-,-,-,-,-
0.000257,-0.000968,-0.004529,0.000072,0.000022,0.000039
0.001583,-0.005557,-0.026057,0.000408,0.000134,0.000198
0.004752,-0.015316,-0.072083,0.001113,0.000385,0.000463
0.009663,-0.028249,-0.133320,0.002031,0.000708,0.000678
0.015449,-0.040844,-0.192644,0.002906,0.000933,0.000720
0.020985,-0.050629,-0.237497,0.003580,0.000910,0.000604
0.025281,-0.056710,-0.263355,0.004037,0.000620,0.000426
0.027840,-0.059462,-0.272266,0.004349,0.000208,0.000276
0.028784,-0.059920,-0.269678,0.004598,-0.000064,0.000194
0.028693,-0.059066,-0.261535,0.004847,0.000028,0.000184
0.028158,-0.057517,-0.252462,0.005135,0.000557,0.000244
0.027406,-0.055726,-0.245050,0.005479,0.001443,0.000366
0.026470,-0.054134,-0.240045,0.005855,0.002541,0.000522
0.025551,-0.053090,-0.237126,0.006164,0.003714,0.000669
0.024985,-0.052721,-0.235717,0.006234,0.004898,0.000762
0.024991,-0.052908,-0.235455,0.005901,0.006098,0.000792
0.025564,-0.053381,-0.236179,0.005153,0.007290,0.000806
0.026544,-0.053878,-0.237612,0.004169,0.008357,0.000888
0.027562,-0.054175,-0.239271,0.003261,0.009104,0.001091
0.028013,-0.054086,-0.240626,0.002773,0.009345,0.001388
0.027451,-0.053604,-0.241150,0.002955,0.009017,0.001681
0.026009,-0.052938,-0.240416,0.003873,0.008252,0.001845
0.024320,-0.052416,-0.238353,0.005389,0.007311,0.001776
0.023171,-0.052373,-0.235270,0.007222,0.006446,0.001437
0.023178,-0.052869,-0.231544,0.009035,0.005797,0.000891
0.024621,-0.053556,-0.227417,0.010525,0.005356,0.000305
0.027443,-0.054077,-0.223070,0.011487,0.005007,-0.000117
0.031389,-0.054442,-0.218755,0.011804,0.004606,-0.000181
0.035961,-0.054855,-0.214794,0.011425,0.004094,0.000224
0.040142,-0.055388,-0.211445,0.010402,0.003579,0.001057
0.042563,-0.055955,-0.208735,0.008902,0.003280,0.002169
0.042287,-0.056415,-0.206467,0.007170,0.003366,0.003375
0.039418,-0.056645,-0.204328,0.005480,0.003860,0.004470
0.034857,-0.056615,-0.201943,0.004053,0.004622,0.005246
0.029662,-0.056402,-0.198959,0.003012,0.005379,0.005572
0.024649,-0.056183,-0.195168,0.002358,0.005823,0.005449
0.020330,-0.056198,-0.190554,0.001987,0.005725,0.004968
0.016969,-0.056577,-0.185238,0.001734,0.005039,0.004237
0.014727,-0.057221,-0.179452,0.001404,0.003918,0.003348
0.013797,-0.057951,-0.173625,0.000795,0.002621,0.002386
0.014453,-0.058590,-0.168342,-0.000314,0.001412,0.001465
0.016779,-0.058833,-0.164046,-0.002103,0.000504,0.000723
0.020238,-0.058366,-0.160999,-0.004547,0.000012,0.000300
0.023745,-0.057123,-0.159528,-0.007421,-0.000058,0.000308
0.026117,-0.055235,-0.159841,-0.010401,0.000164,0.000764
0.026317,-0.052819,-0.161637,-0.013148,0.000442,0.001551
0.023664,-0.050098,-0.164221,-0.015375,0.000554,0.002444
0.018177,-0.047721,-0.166949,-0.016910,0.000387,0.003185
0.010793,-0.046594,-0.169420,-0.017745,-0.000063,0.003596
0.002945,-0.047297,-0.171513,-0.018023,-0.000759,0.003648
-0.004282,-0.049710,-0.173426,-0.017983,-0.001589,0.003427
-0.010388,-0.053123,-0.175686,-0.017886,-0.002351,0.003064
-0.015069,-0.056662,-0.178931,-0.017939,-0.002862,0.002663
-0.018100,-0.059451,-0.183481,-0.018234,-0.003096,0.002277
